,shop_name,review,stars
3027,Halcyon,""" 3/28/2016 1 check-in A friend recommended that I try Halcyon while I was in Austin and I'm so glad I did! My barista was actually from the same town I am",which was absolutely insane to me because it's over 500 miles away! This coffee shop is in a great location and not too far from anything! I ordered an iced latte and my husband got a chocolate frappe and both were excellent! Halcyon has a full bar
3028,Halcyon,""" 2/2/2016 Listed in Austin Coffeshop Bucket List This is my go to when I am late night raving on 4th.  It can be a bit packed",the baristas a bit pretentious
3029,Halcyon,""" 2/2/2016 1 check-in A date night place if I've ever seen one before. It had a distinct hipster-y vibe and it's probably a place you'd expect to see in Austin. The guy we were getting advice from at Berry Austin suggested that we come here for """"the best hot chocolate and s'mores in town"""". Since we were pretty much done with alcohol at this point",we stopped in for a bit.  It's pretty cute and I think the s'mores are a unique and excellent idea. Basically they bring a lighter
3030,Halcyon,9/18/2016 1 check-in Very nice a clean setup. Food was very good for a light breakfast. The French toast was just as good as mother made. Great morning breakfast in Texas.,4.0 star rating
3031,Halcyon,""" 4/17/2016 1 check-in I've been coming to Halcyon for years",every trip I take to Austin. I've always been a fan of the cute and cozy furniture
3032,Halcyon,""" 1/22/2016 Halcyon is a really nice place if you're looking for an edgier place to chill with some friends on a late night for coffee or dessert.  It's most known for the smore's - they give you a small fire",graham crackers
3033,Halcyon,""" 6/5/2016 The bartender (Kiki) with the big black hat was amazing!!!!! She had such amazing vibes and she really gave us top notch service!!  -jared sex toy boy  -----  When you come downtown",make SURE you stop at Halcyon. Its a cute little bar across from the gays. Say hi to my girl Kiki! Shes fab
3034,Halcyon,10/28/2016 Very tasty coffee drinks. The avocado toast is underwhelming but the turkey brie sandwich is amazing!,4.0 star rating
3035,Halcyon,""" 10/22/2016 Love",love
3036,Halcyon,10/11/2016 First time here. I just had the most delicious brownie and most incredible latte that changed my life!!! All i got to saw is WOW!!! The atmosphere is so comfy and free wifi. What else does anyone want!!! Location is perfect too.,5.0 star rating
3037,Halcyon,""" 6/18/2016 So many issues here... 1.) the service was horrible and it took forever to get our food 2.) one member of our party did not receive her food and when we asked about it","they claimed that """"she cancelled her order."""" FALSE 3.) they finally did bring one portion of her food"
3038,Halcyon,""" 9/4/2016 3 check-ins As much as I love your coffee shakes and your table side smores","doesn't justify your employees acting rude towards customers. You have one job and one job only and that is to deal with customers and ring them up. If you can't be friendly with the customers then you shouldn't be working here. """
3039,Halcyon,""" 11/5/2015 3 check-ins The Good: This place is pretty consistent in everything it offers. Good coffee",vibe
3040,Halcyon,""" 11/3/2015 I've only been to Halcyon a few times in the company of friends who knew some of the bartenders/baristas. Based on those experiences",service and the price of our cocktails was quite reasonable. Absurdly reasonable.  Nepotism aside
3041,Halcyon,""" 10/8/2016 1 check-in Coffee was great - had an iced latte with an add shot and coconut milk. Very satisfying for that coffee craving. Place also serves food",alcohol and cigars. Bathrooms were clean
3042,Halcyon,""" 5/22/2015 1 check-in Hipster coffee house",spirits and smokes. Had to check it out.  We had lunch here and went the boring route of just getting PG versions of the coffee. Although the espresso martini was tempting me.  The soy latte was very nice. My husband had the pour over coffee which was very good!  For lunch
3043,Halcyon,""" 10/8/2016 This place was good",but not great. The positive was the location
3044,Halcyon,""" 6/7/2016 Amazing lemon drop martini. Wonderful vibe. I am not a big fan of the food","but I still have to try the smores :) """
3045,Halcyon,9/30/2016 Would have been a cool place but the bartender poured absolute vodka instead of grey goose then tried to hide it. SMH.,1.0 star rating
3046,Halcyon,""" 10/12/2015 PERFECT DATE PLACE!  This is my go-to place for a date and I definitely recommend. We always order the s'mores and it is so much fun. They bring you the s'mores kit which is the marshmallows",hershey bars
3047,Halcyon,8/24/2015 Not sure why I made such a big mistake by not ordering the s'mores but I think I need to come back and try it.  Came here to meet up with a friend on a Saturday afternoon and it was decently packed but nothing to crazy.  I ordered the Iced Latte and sat down for a couple hours to do some work.  The wifi was nothing to crazy but it did the job.  The overall environment in Halcyon was really nice.  Not too loud but not library silent.  I would highly recommend this place for a ice quite place to work or talk to some friends.,4.0 star rating
3048,Halcyon,""" 2/23/2015 19 check-ins Ahhh Halcyon. This place is a classic and is definitely a place I'd recommend you checking out",especially if you're visiting Austin. Whether it's during the day or at night post-club/post-bar
3049,Halcyon,""" 10/2/2015 The wife and I stopped in late night after dinner. I needed a little caffeine before the drive back to our hotel. We stumbled upon Halcyon and it had a great vibe going on. We lucked out and got a little corner area to sit and take in all the action as we had a view of the whole place. Now this review is mainly for the cold brew coffee and the coconut tea that the wife got",as well as the service provided. All was excellent and we really enjoyed the relaxed atmosphere.  It seems like they have some type of s'mores dessert that was clearly popular as we saw it on more than a few tables. I'm sure that they have some other food options
3050,Halcyon,""" 5/3/2016 1 check-in We got breakfast here to kick off a day in Austin - it was pretty great. Good selection of all the coffee beverages you'd want. Iced coffee was a good - not too bitter",just the way I like it. We also got the Migas breakfast tacos with avocado cream. They were really good
3051,Halcyon,""" 3/3/2015 1 check-in Listed in Pretending to Hook 'Em The way I would describe this place is a Michael Buble song laced with a couple shots of whiskey. All in all",I had a hard time deciding between 4 and 5 stars. Let's be conservative and stick with 4 for now.  AMBIENCE Ohmygosh so romantic!! Red-orange lighting
3052,Halcyon,8/21/2015 I had the cosmonaut and it was pretty darn good! The vibe is chill and their music playlist was bomb(in a good way). We also ordered the s'mores and it was really fun and tasty too! Too bad we aren't from Austin because Id probably be here all the time if we lived here! Smores!,5.0 star rating
3053,Halcyon,""" 5/18/2016 1 check-in Cool place that has Austin written all over it.  Good food",polite service
3054,Halcyon,""" 10/3/2015 1 check-in What are you in the mood for? Coffee?",wine? Mimosa? Or a cigar? This place seems to have it all...what they don't have is table service
3055,Halcyon,""" 9/11/2015 OVERALL: great place for a quick bite for dessert on a date!  AMBIENCE: perfect little place to go for a date with mild lighting and couches for you to sit. These couches have very comfortable pillows to make you feel like you're in your own home. There are some corners with couches that give you a lot of privacy also. Sometimes have live music playing which is quaint but not overpowering of the night to where it's all you can hear.  TASTE: we had the smores for 2 people which was about $7. It was your basic Hershey's bar",marshmallows and graham crackers that you could put together from any supermarket but it comes with a small flame to make everything yourself which is cute to share :)  SERVICE: No really waitress
3056,Halcyon,""" 7/24/2015 Really needed some coffee around midnight since we flew in on a Friday and were tired from the traveling.  We were really surprised how there was a cafe right in the middle of downtown where the party was happening!  Got an iced latte and it was good.  Very nice espresso with whole milk.  Tried a bit of the soy chai latte and typically I'm not a huge chai fan",but it was some tasty brew!  Didn't try the food
3057,Halcyon,""" 1/4/2016 1 check-in After a stroll on town lake with a friend in from California",we wanted to grab a cup of coffee and be able to chill out to people watch. I had my dog Nymeria with me as well so I suggest Halcyon because of the seating outside and I've heard people rave about this place. This was a chill day after New years winter day in Austin so the weather was perfect. We parked nearby and my friend waited outside with the dog so I went in to order. The line was about 5 people deep and the inside place was pretty full. One thing that I thought Halcyon did well is the different flavors of hot chocolate. I ordered their special of the day which was Mocha La'orange (mocha with an orange zest) and my friend got their Mayan hot chocolate (spices and cinnamon). I asked about how long the drinks would be so I know about what time to come back inside to grab them
